出发站,到达站,出发站lng,出发站lat,到达站lng,到达站lat
金柳西路口(红塔西路),红塔西路,102.66273,24.973915,102.668681,24.974236
红塔西路,红塔东路口(滇池路),102.668681,24.974236,102.671272,24.973684
云南民族村,海埂公园,102.667999,24.96736,102.665688,24.961813
大观楼车场,昆五中,102.675894,25.027535,102.680803,25.031775
昆五中,东陆桥(西华北路),102.680803,25.031775,102.684857,25.030547
东陆桥(西华北路),西华北路,102.684857,25.030547,102.68727,25.030586
西华北路,西华北路口(西坝路),102.68727,25.030586,102.69053,25.031024
西华北路口(西坝路),永乐路口(西坝路),102.69053,25.031024,102.694818,25.031285
永乐路口(西坝路),国防路,102.694818,25.031285,102.702465,25.034436
国防路,如安街口(五一路),102.702465,25.034436,102.705382,25.042318
如安街口(五一路),胜利广场,102.705382,25.042318,102.706827,25.042743
胜利广场,正义路,102.706827,25.042743,102.709805,25.043355
正义路,青云街,102.709805,25.043355,102.707695,25.048707
青云街,圆通街,102.707695,25.048707,102.712148,25.05003
圆通街,穿心鼓楼(穿金路),102.712148,25.05003,102.721372,25.049284
席子营(穿金路),席子营(环城东路),102.723503,25.050052,102.726024,25.051224
新兴路,白云路东段,102.735243,25.057062,102.738351,25.056063
白云路东段,白龙路口(白云路),102.738351,25.056063,102.740278,25.054154
永昌小区(华昌路),豆腐营(海埂路),102.705055,25.017365,102.70858,25.018183
豆腐营(海埂路),华昌路口(环城南路),102.70858,25.018183,102.702869,25.022687
新闻路口(环城西路),环西桥(环城西路),102.691513,25.034054,102.68969,25.037727
棕树营,潘家湾(人民西路),102.68934,25.041393,102.690391,25.044136
潘家湾(人民西路),百汇商场,102.690391,25.044136,102.697934,25.046063
志强路口(白云路),白云路口(北京路),102.721672,25.066385,102.724098,25.066429
耀龙康城,红园路口(小康大道),102.732536,25.100021,102.733994,25.104298
红园路口(小康大道),北仓村,102.733994,25.104298,102.735641,25.109194
北仓村,金水湾小区(小康大道),102.735641,25.109194,102.737892,25.113464
金水湾小区(小康大道),银河星辰花园(小康大道),102.737892,25.113464,102.741714,25.119497
银河星辰花园(小康大道),实力郡城(小康大道),102.741714,25.119497,102.743523,25.121649
实力郡城(小康大道),小康大道路口(沣源路),102.743523,25.121649,102.745529,25.12188
杨家地(邬小路),田家地,102.682578,25.004119,102.682235,25.005703
田家地,云检培训中心,102.682235,25.005703,102.679054,25.006584
云检培训中心,滇池路口(日新西路),102.679054,25.006584,102.677361,25.008503
滇池路口(日新西路),阳光花园小区(阳光中路),102.677361,25.008503,102.677292,25.00993
阳光花园小区(阳光中路),柳苑,102.677292,25.00993,102.677353,25.013098
柳苑,南诏苑(福景路),102.677353,25.013098,102.679634,25.015619
南诏苑(福景路),马家堆,102.679634,25.015619,102.677734,25.016345
马家堆,大观楼南园,102.677734,25.016345,102.675255,25.01717
大观楼南园,五家堆村,102.675255,25.01717,102.676407,25.020977
五家堆村,五家堆村北,102.676407,25.020977,102.677826,25.024757
五家堆村北,航运码头,102.677826,25.024757,102.678123,25.028393
航运码头,卢家营,102.678123,25.028393,102.681946,25.030682
卢家营,东陆桥(西华北路),102.681946,25.030682,102.684952,25.030529
西华北路口(西坝路),新闻路口(环城西路),102.690453,25.03097,102.691475,25.034121
新闻路口(环城西路),新闻路,102.691475,25.034121,102.69413,25.035616
新闻路,新闻路口(西昌路),102.69413,25.035616,102.695747,25.038975
苏家塘,理工大学西门(建设路),102.692179,25.06273,102.692422,25.059957
理工大学西门(建设路),地台寺,102.692422,25.059957,102.694542,25.055092
地台寺,建设路,102.694542,25.055092,102.696888,25.051528
艺术剧院,国防路,102.703915,25.03829,102.702452,25.035391
国防路,靖国路口,102.702452,25.035391,102.704501,25.032999
靖国路口,金马坊,102.704501,25.032999,102.714727,25.033325
金马坊,巡津街,102.714727,25.033325,102.71464,25.028186
巡津街,北京路口(环城南路),102.71464,25.028186,102.721823,25.024201
东站(环城南路),菊花村,102.733581,25.030174,102.74072,25.027865
菊花村,菊华立交桥东口,102.74072,25.027865,102.747539,25.024796
菊华立交桥东口,彩云北路口(归十西路),102.747539,25.024796,102.751133,25.025777
彩云北路口(归十西路),凉亭(金马路),102.751133,25.025777,102.758216,25.023694
凉亭(金马路),凉亭中路,102.758216,25.023694,102.760399,25.02576
凉亭中路,公交东部修理公司,102.760399,25.02576,102.762752,25.027682
草海公交首末站,苏家村(碧鸡路),102.65441,25.017969,102.650673,25.02431
小河埂(碧鸡路),鸿运小区,102.661026,25.027523,102.663246,25.025417
鸿运小区,明河路东口,102.663246,25.025417,102.66478,25.027205
明河路东口,明波村,102.66478,25.027205,102.668106,25.026745
明波村,明波路,102.668106,25.026745,102.671793,25.026927
明波路,大观楼(大观路),102.671793,25.026927,102.676649,25.028181
昆五中,丹霞路口(西园路),102.680816,25.031784,102.679861,25.036176
人民西路口(西园路),西园路口,102.679176,25.043911,102.680291,25.044857
潘家湾(人民西路),翠湖南路,102.691502,25.044058,102.703516,25.045933
翠湖南路,翠湖东门,102.703516,25.045933,102.705719,25.047464
翠湖东门,圆通街,102.705719,25.047464,102.711945,25.050053
圆通街,圆通山,102.711945,25.050053,102.714874,25.05143
眠山车场,华苑路,102.647944,25.047013,102.645313,25.041593
华苑路,德缘小区(兴苑路),102.645313,25.041593,102.650856,25.038242
张家村(兴苑路),梁源三区,102.65641,25.039513,102.658539,25.038
梁源三区,丽苑路西段,102.658539,25.038,102.659714,25.037081
丽苑路西段,西山区政府(丽苑路),102.659714,25.037081,102.663177,25.036858
西山区政府(丽苑路),梁源小区,102.663177,25.036858,102.666687,25.036623
梁源小区,秋苑小区(昆州路),102.666687,25.036623,102.667526,25.038521
秋苑小区(昆州路),春苑小区,102.667526,25.038521,102.674588,25.042075
茭菱路口(近华浦路),西园路口(茭菱路),102.675034,25.047665,102.677742,25.048767
西园路口(茭菱路),春晖小区,102.677742,25.048767,102.679878,25.050213
昆医附二院,西站,102.680312,25.054401,102.688416,25.052539
建设路,府甬道,102.696766,25.051797,102.699966,25.051012
府甬道,云南大学(翠湖北路),102.699966,25.051012,102.703733,25.051897
云南大学(翠湖北路),圆通街,102.703733,25.051897,102.71214,25.050035
鼓楼路,小菜园立交桥5,102.711739,25.05504,102.709526,25.059858
螺蛳湾公交枢纽站,螺蛳湾商贸城东(商城大道),102.776194,24.930182,102.779527,24.932283
螺蛳湾商贸城东(商城大道),商城大道,102.779527,24.932283,102.777977,24.938402
商城大道,子君村(广福路),102.777977,24.938402,102.777222,24.946558
子君村(广福路),广福立交北,102.777222,24.946558,102.769692,24.947847
关景路口(雨龙路),关景路,102.757461,25.005247,102.751762,25.006207
民航路,东站(环城南路),102.733521,25.027636,102.733498,25.030113
东站(环城南路),岔街,102.733498,25.030113,102.730113,25.032023
大观楼(大观路),大观路口(近华浦路),102.676701,25.028247,102.678516,25.031684
大观路口(近华浦路),白马,102.678516,25.031684,102.675703,25.035842
昆医附二院,西站2,102.680308,25.054362,102.689115,25.052344
西站2,人民新村,102.689115,25.052344,102.690586,25.053203
人民新村,安全新村,102.690586,25.053203,102.689384,25.056363
安全新村,景秀庄园小区(虹山东路),102.689384,25.056363,102.68842,25.062153
景秀庄园小区(虹山东路),冶金学校,102.68842,25.062153,102.68885,25.064076
冶金学校,理工大学北门(学府路),102.68885,25.064076,102.695213,25.063203
理工大学北门(学府路),教场西路口,102.695213,25.063203,102.697517,25.066302
菊花村,东站(环城东路),102.740373,25.028129,102.73451,25.03431
东站(环城东路),董家湾(东风东路),102.73451,25.03431,102.732882,25.038385
穿心鼓楼(北京路),火车北站(环城北路),102.71949,25.0504,102.717674,25.055082
火车北站(环城北路),张官营南口,102.717674,25.055082,102.714821,25.058315
张官营南口,张官营,102.714821,25.058315,102.715904,25.060646
张官营,万华路,102.715904,25.060646,102.717339,25.064371
万华路,万华路口(白云路),102.717339,25.064371,102.717766,25.067543
江岸小区,下马村(龙泉路),102.712105,25.068033,102.70929,25.06933
下马村(龙泉路),下马村(教场北路),102.70929,25.06933,102.709244,25.071766
下马村(教场北路),教场北路,102.709244,25.071766,102.705986,25.072268
教场北路,巴士家园,102.705986,25.072268,102.702675,25.074293
滇池卫城小区,滇池卫城幼儿园,102.682921,24.974944,102.679935,24.968607
滇池卫城幼儿园,滇池卫城实验中学,102.679935,24.968607,102.684084,24.967674
滇池卫城实验中学,体院路,102.684084,24.967674,102.681871,24.965898
体院路,体院路(滇池学院),102.681871,24.965898,102.679783,24.96602
体院路(滇池学院),体院路口(兴体路),102.679783,24.96602,102.676814,24.967062
体院路口(兴体路),兴体路北段,102.676814,24.967062,102.679631,24.974028
兴体路北段,兴体路口(红塔东路),102.679631,24.974028,102.67901,24.975052
兴体路口(红塔东路),滇池路口(红塔东路),102.67901,24.975052,102.674019,24.974162
滇池路口(红塔东路),七公里(滇池路),102.674019,24.974162,102.67099,24.976484
七公里(滇池路),滇池度假区管委会(滇池路),102.67099,24.976484,102.666133,24.982361
滇池度假区管委会(滇池路),西贡码头(滇池路),102.666133,24.982361,102.662734,24.985082
西贡码头(滇池路),河尾村,102.662734,24.985082,102.661476,24.990104
河尾村,边防路口(滇池路),102.661476,24.990104,102.665013,24.995421
边防路口(滇池路),大坝村,102.665013,24.995421,102.668368,24.999501
大坝村,渔堆村,102.668368,24.999501,102.671484,25.001866
渔堆村,广福路口(滇池路),102.671484,25.001866,102.675326,25.004983
广福路口(滇池路),正和小区,102.675326,25.004983,102.679405,25.008247
金牛小区,滇池路口(环城西路),102.692474,25.01572,102.699219,25.02359
气象路口(环城西路),安康路,102.697648,25.025625,102.698225,25.028173
环西桥(大观路),棕树营,102.690998,25.037257,102.689336,25.041458
棕树营,红菱路,102.689336,25.041458,102.685195,25.04793
红菱路,茭菱路,102.685195,25.04793,102.683993,25.05
茭菱路,春晖小区,102.683993,25.05,102.679865,25.050126
春晖小区,麻园(滇缅大道),102.679865,25.050126,102.678121,25.057617
昆船大道,昆船工业北区,102.796181,24.990929,102.797234,24.993341
昆船工业北区,昆船大道路口(贵昆路),102.797234,24.993341,102.797775,24.996243
昆船大道路口(贵昆路),八公里,102.797775,24.996243,102.794144,24.999535
八公里,八公里下穿路口,102.794144,24.999535,102.791133,25.00151
八公里下穿路口,牛街庄,102.791133,25.00151,102.779375,25.005625
牛街庄,朱家村(贵昆路),102.779375,25.005625,102.773199,25.007439
朱家村(贵昆路),彩云北路口(贵昆路),102.773199,25.007439,102.768867,25.008619
彩云北路口(贵昆路),朱家村(彩云北路),102.768867,25.008619,102.764656,25.014427
朱家村(彩云北路),关上(彩云北路),102.764656,25.014427,102.759336,25.016545
关上(彩云北路),三公里,102.759336,25.016545,102.750412,25.023897
三公里,黑土凹(金马路),102.750412,25.023897,102.751389,25.027323
曙光路口(东风东路),延安医院(人民东路),102.737899,25.038438,102.729744,25.043625
延安医院(人民东路),白塔路口(人民东路),102.729744,25.043625,102.723242,25.042826
白塔路口(人民东路),交三桥(北京路),102.723242,25.042826,102.719501,25.04161
交三桥(北京路),南太桥(东风东路),102.719501,25.04161,102.71806,25.038129
南太桥(东风东路),南屏街东口,102.71806,25.038129,102.713316,25.037786
杨家地(日新中路),邬小村(日新中路),102.687477,24.998024,102.691189,24.996918
邬小村(日新中路),陈顾村,102.691189,24.996918,102.693733,24.996285
陈顾村,前卫西路口(日新中路),102.693733,24.996285,102.698342,24.996628
前卫西路口(日新中路),前兴路口(日新东路),102.698342,24.996628,102.709412,24.998255
南坝路,双龙商场,102.715312,25.021046,102.71918,25.024032
双龙商场,北京路口环城南路,102.71918,25.024032,102.721819,25.024201
北京路口环城南路,吴井桥(环城南路),102.721819,25.024201,102.727036,25.025647
民航路口(环城南路),民航路,102.73046,25.028021,102.73431,25.026532
官渡区医院,巫家坝车场,102.75158,25.011424,102.754999,25.006149
昆明会展中心(国贸路),双桥村,102.731895,25.008966,102.730225,25.006081
佳湖花园(日新东路),绿荫大道路口(希望路),102.712956,24.999236,102.712553,25.004665
绿荫大道路口(希望路),前兴路口(绿荫大道),102.712553,25.004665,102.711586,25.005873
前兴路口(绿荫大道),绿荫大道路口,102.711586,25.005873,102.70931,25.006198
威远街口(护国路),南太桥(青年路),102.714897,25.03944,102.716057,25.039066
巡津街,双龙桥,102.714622,25.028147,102.713212,25.023602
豆腐营(海埂路),海埂路口(前卫西路),102.708504,25.016922,102.707901,25.009562
海埂路口(前卫西路),春晓花园小区,102.707901,25.009562,102.703217,25.00704
春晓花园小区,前卫西路口(马洒营),102.703217,25.00704,102.701477,25.008867
前卫西路口(马洒营),孙家地,102.701477,25.008867,102.699844,25.008932
孙家地,金兰路,102.699844,25.008932,102.697812,25.009909
金兰路,怡康新村,102.697812,25.009909,102.694431,25.007574
怡康新村,杨家路口(金广路),102.694431,25.007574,102.689651,25.003256
省高院,杨家地(日新中路),102.686455,25.000807,102.687457,24.99803
陈顾村,河宏路口(前卫西路),102.693815,24.99628,102.693707,24.992708
河宏路口(前卫西路),青青小镇(前卫西路),102.693707,24.992708,102.689621,24.989557
青青小镇(前卫西路),湖畔之梦小区,102.689621,24.989557,102.681236,24.99152
大漾田公交首末站,陈家营路口(玉峰路),102.649674,25.102266,102.647947,25.099497
陈家营路口(玉峰路),普惠园(玉峰路),102.647947,25.099497,102.647695,25.097118
普惠园(玉峰路),玉峰路口(王筇路),102.647695,25.097118,102.645621,25.093333
玉峰路口(王筇路),海屯路口(西三环),102.645621,25.093333,102.641931,25.087179
海屯路口(西三环),龙院村,102.641931,25.087179,102.642769,25.086597
龙院村,慧谷路口(海屯路),102.642769,25.086597,102.645512,25.085252
慧谷路口(海屯路),龙院新村,102.645512,25.085252,102.647201,25.084405
龙院新村,商院路口(海屯路),102.647201,25.084405,102.650256,25.082938
商院路口(海屯路),金川路口(海屯路),102.650256,25.082938,102.652413,25.081853
金川路口(海屯路),沙河路口(海屯路),102.652413,25.081853,102.656296,25.079969
沙河路口(海屯路),大塘子,102.656296,25.079969,102.660503,25.077934
大塘子,小屯,102.660503,25.077934,102.665751,25.075295
小屯,黄土坡立交桥北口,102.665751,25.075295,102.667591,25.067378
黄土坡立交桥北口,黄土坡,102.667591,25.067378,102.670608,25.064145
麻园(滇缅大道),昆医附二院,102.678576,25.056918,102.680286,25.054575
春晖小区,茭菱路,102.679844,25.050503,102.684128,25.049978
茭菱路,环城西路口(茭菱路),102.684128,25.049978,102.686784,25.049835
环城西路口(茭菱路),茭菱路口(环城西路),102.686784,25.049835,102.689067,25.048286
岔街,岔街(拓东路),102.730118,25.032026,102.731345,25.032153
岔街(拓东路),董家湾(环城东路),102.731345,25.032153,102.734535,25.036402
西苑立交桥,西一中,102.666306,25.045972,102.662114,25.048967
西一中,茭菱路西口,102.662114,25.048967,102.666115,25.049658
茭菱路西口,鑫园小区,102.666115,25.049658,102.669647,25.049404
鑫园小区,丰宁小区,102.669647,25.049404,102.673592,25.049097
丰宁小区,茭菱路口(近华浦路),102.673592,25.049097,102.675087,25.048269
茭菱路口(近华浦路),近华浦路口(人民西路),102.675087,25.048269,102.67627,25.045156
赵家堆,市体育馆(环城西路),102.684471,25.044558,102.689171,25.045105
茭菱路口(环城西路),地台寺,102.690536,25.049372,102.694549,25.05526
苏家塘,理工大学北门(学府路),102.692352,25.063008,102.693559,25.063646
理工大学北门(学府路),教场路口(学府路),102.693559,25.063646,102.699478,25.062868
教场路口(学府路),教益路口(教场东路),102.699478,25.062868,102.70182,25.065609
白云路口(教场东路),下马新村,102.70343,25.067085,102.706098,25.069418
下马新村,下马村(教场北路),102.706098,25.069418,102.709197,25.071797
下马村(教场北路),上马村,102.709197,25.071797,102.711797,25.075499
蓝龙潭,蓝龙潭车场,102.729233,25.126221,102.730453,25.131098
百汇商场,昆师路,102.697947,25.046029,102.695386,25.046749
科发路口(海源北路),高新区管委会(科新路),102.660072,25.071215,102.657166,25.074362
高新区管委会(科新路),水逸康桥小区(科高路),102.657166,25.074362,102.65535,25.076448
水逸康桥小区(科高路),海源北路口(科开路),102.65535,25.076448,102.652145,25.074015
海源北路口(科开路),科开路口(科园路),102.652145,25.074015,102.654381,25.071253
科开路口(科园路),科新路口(科园路),102.654381,25.071253,102.657242,25.069965
科新路口(科园路),科园路口(科发路),102.657242,25.069965,102.657547,25.068237
科园路口(科发路),科发路口(昌源北路),102.657547,25.068237,102.656548,25.066584
科发路口(昌源北路),滇缅大道路口(昌源北路),102.656548,25.066584,102.657051,25.064266
滇缅大道路口(昌源北路),假日城市小区(滇缅大道),102.657051,25.064266,102.656868,25.06336
昭宗路口(滇缅大道),眠山车场,102.64727,25.053556,102.647751,25.047239
董家湾(环城东路),市博物馆,102.734421,25.035738,102.728702,25.033281
拓东路中段,塘子巷,102.723906,25.033655,102.719948,25.03276
北京路口(环城南路),昆明站(永平路),102.721855,25.024206,102.723366,25.018911
南屏街东口,得胜桥(青年路),102.713158,25.037701,102.716629,25.034882
巡津街,南坝路,102.714622,25.02813,102.715265,25.02092
南坝路,永平路口(南坝路),102.715265,25.02092,102.715408,25.019709
永平路口(南坝路),福达路口(官南大道),102.715408,25.019709,102.721085,25.006849
福达路口(官南大道),锦苑花园,102.721085,25.006849,102.722,25.002409
锦苑花园,银海森林小区(日新路),102.722,25.002409,102.725502,25.001007
银苑小区(日新路),宝海路口(日新路),102.729225,25.001511,102.735344,25.003502
土桥村(雨龙路),彩云北路口(昌宏路),102.762527,24.99608,102.765182,24.991888
彩云北路口(昌宏路),鸣泉村(昌宏路),102.765182,24.991888,102.770721,24.992268
鸣泉村(昌宏路),昆岭路口(云大西路),102.770721,24.992268,102.775772,24.987911
昆岭路口(云大西路),云大西路,102.775772,24.987911,102.781296,24.980423
云大西路,小普路口(云大西路),102.781296,24.980423,102.783699,24.978552
小普路口(云大西路),羊甫村,102.783699,24.978552,102.786914,24.977582
羊甫村,羊甫车场,102.786914,24.977582,102.793598,24.974601
正义路,文庙(华山西路),102.709808,25.042679,102.707718,25.042986
红园路口(小康大道),华龙人家小区,102.733993,25.104306,102.731964,25.109385
华龙人家小区,红锦路口(红云路),102.731964,25.109385,102.729546,25.110409
正义路,胜利广场,102.709805,25.043338,102.706879,25.042886
胜利广场,如安街口(五一路),102.706879,25.042886,102.705334,25.041727
如安街口(五一路),龙井街口(五一路),102.705334,25.041727,102.705369,25.040069
龙井街口(五一路),景星公园,102.705369,25.040069,102.705404,25.038212
景星公园,国防路,102.705404,25.038212,102.702413,25.035365
国防路,弥勒寺(西坝路),102.702413,25.035365,102.69886,25.032965
永乐路口(西坝路),西坝路口(环城西路),102.695816,25.031788,102.694153,25.029922
西坝路口(环城西路),气象路口(环城西路),102.694153,25.029922,102.697227,25.025934
气象路口(环城西路),滇池路口(环城西路),102.697227,25.025934,102.699295,25.023338
滇池路口(环城西路),昆明冠生园,102.699295,25.023338,102.697105,25.019863
老年活动中心,云检培训中心,102.688937,25.012791,102.678947,25.006479
邬小村(陆家路),湖畔之梦小区,102.688659,24.99674,102.683455,24.992439
湖畔之梦小区,青青小镇,102.683455,24.992439,102.689865,24.989644
青青小镇,前卫西路口(河宏路),102.689865,24.989644,102.693481,24.991467
前卫西路口(河宏路),前福路口(河宏路),102.693481,24.991467,102.696274,24.989708
前福路口(河宏路),拥金路口(河宏路),102.696274,24.989708,102.701164,24.987827
拥金路口(河宏路),前兴路公交枢纽站,102.701164,24.987827,102.703697,24.987808
云南冶炼厂,云冶路,102.675712,25.093181,102.675846,25.089193
云冶路,云冶生活区,102.675846,25.089193,102.675699,25.08579
云冶生活区,王家桥(王家桥路),102.675699,25.08579,102.674249,25.083694
王家桥(王家桥路),羊仙坡北路,102.674249,25.083694,102.677344,25.078503
羊仙坡北路,羊仙坡北路口,102.677344,25.078503,102.680226,25.074336
羊仙坡北路口,金家山,102.680226,25.074336,102.68145,25.070751
金家山,羊仙坡,102.68145,25.070751,102.681931,25.068472
羊仙坡,学府路口(虹山东路),102.681931,25.068472,102.684935,25.063911
学府路口(虹山东路),景秀庄园小区(虹山东路),102.684935,25.063911,102.688377,25.062214
景秀庄园小区(虹山东路),安全新村,102.688377,25.062214,102.689288,25.057088
安全新村,人民新村,102.689288,25.057088,102.690559,25.053307
人民新村,西站2,102.690559,25.053307,102.689132,25.052339
西站2,茭菱路口(环城西路),102.689132,25.052339,102.689045,25.04826
茭菱路口(环城西路),市体育馆(环城西路),102.689045,25.04826,102.688988,25.046194
市体育馆(环城西路),棕树营,102.688988,25.046194,102.689224,25.042227
棕树营,环西桥(大观路),102.689224,25.042227,102.690933,25.037205
环西桥(大观路),篆塘,102.690933,25.037205,102.694489,25.041325
前兴路公交枢纽站,拥金路口(河宏路),102.70425,24.987606,102.699878,24.987969
拥金路口(河宏路),河宏路口(前福路),102.699878,24.987969,102.698971,24.989223
河宏路口(前福路),前福路口(前旺路),102.698971,24.989223,102.701389,24.99329
前福路口(前旺路),宋旗小区(前旺路),102.701389,24.99329,102.704809,24.99349
宋旗小区(前旺路),前旺路,102.704809,24.99349,102.709358,24.993533
前旺路,理想小镇小区(希望路),102.709358,24.993533,102.712471,24.993834
理想小镇小区(希望路),佳湖花园(日新东路),102.712471,24.993834,102.713226,24.99918
锦苑花园(日新东路),银海森林小区(日新路),102.718811,25.000122,102.725693,25.001038
双桥村,昆明会展中心(国贸路),102.730534,25.006636,102.734154,25.009314
昆明会展中心(国贸路),宝海公园(宝海路),102.734154,25.009314,102.735117,25.01151
宝海公园(宝海路),关兴路中段,102.735117,25.01151,102.739761,25.012478
关兴路中段,关兴路口(民航路),102.739761,25.012478,102.74247,25.014905
羊甫车场,羊甫村,102.79422,24.974003,102.788536,24.977295
羊甫村,小普路口(云大西路),102.788536,24.977295,102.785004,24.978174
小普路口(云大西路),竹园新村南,102.785004,24.978174,102.785202,24.980091
竹园新村南,竹园新村东,102.785202,24.980091,102.787743,24.982635
竹园新村东,小普路口(经浦路),102.787743,24.982635,102.788261,24.984381
小普路口(经浦路),云麻路口(经浦路),102.788261,24.984381,102.784027,24.991362
云麻路口(经浦路),车辆管理所,102.784027,24.991362,102.782013,24.993484
车辆管理所,昌宏路口(经邮路),102.782013,24.993484,102.777603,24.997948
昌宏路口(经邮路),经宏路口(经牛路),102.777603,24.997948,102.777916,25.000034
经宏路口(经牛路),昌宏路口(经牛路),102.777916,25.000034,102.780891,24.999544
昌宏路口(经牛路),经牛路口(昌宏路),102.780891,24.999544,102.782295,24.999926
经牛路口(昌宏路),经开区车场,102.782295,24.999926,102.783852,25.00296
国防路,昆都南门,102.702387,25.035378,102.701011,25.036615
昆都南门,西昌路口(新闻路),102.701011,25.036615,102.696198,25.036836
新闻路,环城西路口(新闻路),102.692284,25.03562,102.689812,25.034969
环城西路口(新闻路),新闻路西口,102.689812,25.034969,102.685455,25.032604
新闻路西口,东陆桥(西华北路),102.685455,25.032604,102.684746,25.030634
东陆桥(西华北路),昆五中,102.684746,25.030634,102.680421,25.031532
文庙(华山西路),小绿水河(华山南路),102.707733,25.043085,102.711487,25.044231
丁字坡,云南大学(翠湖北路),102.705725,25.052852,102.704119,25.051975
云南大学(翠湖北路),府甬道,102.704119,25.051975,102.700543,25.051302
府甬道,省图书馆,102.700543,25.051302,102.699059,25.048443
省图书馆,大观商业城,102.699059,25.048443,102.697778,25.042821
大观商业城,篆塘,102.697778,25.042821,102.694488,25.041528
上坝村口,中坝村口,102.775414,25.138315,102.773026,25.139509
中坝村口,中坝村,102.773026,25.139509,102.769478,25.138155
中坝村,翠微里(青秀街),102.769478,25.138155,102.765625,25.138273
翠微里(青秀街),昆明湖澜庭(源起街),102.765625,25.138273,102.76487,25.130751
昆明湖澜庭(源起街),雨树下村,102.76487,25.130751,102.762886,25.13135
雨树下村,龙江西路口(昆澜街),102.762886,25.13135,102.75997,25.127101
龙江西路口(昆澜街),昆明瀑布公园,102.75997,25.127101,102.762478,25.125968
昆明瀑布公园,雨树上村,102.762478,25.125968,102.758615,25.12678
雨树上村,龙江西路中段,102.758615,25.12678,102.755219,25.123438
龙江西路中段,沣源路口(龙江西路),102.755219,25.123438,102.752167,25.120604
沣源路口(龙江西路),幸福家园小区,102.752167,25.120604,102.746971,25.120335
幸福家园小区,实力郡城(小康大道),102.746971,25.120335,102.742485,25.120695
实力郡城(小康大道),银河星辰花园(小康大道),102.742485,25.120695,102.740211,25.117422
银河星辰花园(小康大道),金水湾小区(小康大道),102.740211,25.117422,102.737122,25.112465
金水湾小区(小康大道),北仓村,102.737122,25.112465,102.735191,25.108303
北仓村,红园路口(小康大道),102.735191,25.108303,102.73333,25.102865
红园路口(小康大道),北市区车场,102.73333,25.102865,102.728958,25.100273
海源寺车场,海源寺(西三环东),102.642071,25.072778,102.640885,25.074431
海源寺(西三环东),海源北路西口,102.640885,25.074431,102.63954,25.080534
海源北路西口,丽阳星城小区(海源北路),102.63954,25.080534,102.642174,25.079362
丽阳星城小区(海源北路),海源北路口(慧谷路),102.642174,25.079362,102.643364,25.080135
海源北路口(慧谷路),海屯路口(慧谷路),102.643364,25.080135,102.643993,25.083056
海屯路口(慧谷路),慧谷路口(海屯路),102.643993,25.083056,102.645425,25.085282
西站,潘家湾(西昌路),102.688355,25.052556,102.694327,25.045339
潘家湾(西昌路),篆塘,102.694327,25.045339,102.695352,25.039297
篆塘,弥勒寺(西昌路),102.695352,25.039297,102.700747,25.031376
大庄村(前兴路),商汇路,102.705933,24.987305,102.706924,24.983215
昆明玉器城(欣玉路),欣玉路口(财富街),102.746137,25.163524,102.746619,25.167357
欣玉路口(财富街),石关新村,102.746619,25.167357,102.744015,25.167218
石关新村,昆明玉器城,102.744015,25.167218,102.743997,25.16362
昆明玉器城,石关村路口,102.743997,25.16362,102.742678,25.158911
石关村路口,花渔沟北段,102.742678,25.158911,102.744392,25.156033
花渔沟北段,花渔沟中段,102.744392,25.156033,102.744606,25.154432
花渔沟中段,花渔沟南段,102.744606,25.154432,102.743019,25.15004
花渔沟南段,植物园,102.743019,25.15004,102.742584,25.146385
植物园,蓝桉路口,102.742584,25.146385,102.745438,25.140009
农业大学,实力郡城(小康大道),102.746468,25.127192,102.742424,25.120625
北仓村,华龙人家小区,102.735229,25.108377,102.731789,25.109453
华龙人家小区,红云小区,102.731789,25.109453,102.729095,25.107449
逸雅路口(华晨路),逸雅路口(金湖路),102.709831,24.971437,102.70533,24.97181
逸雅路口(金湖路),逸康路口(金湖路),102.70533,24.97181,102.705162,24.977314
逸康路口(金湖路),广福路口(前兴路),102.705162,24.977314,102.705025,24.980049
广福路口(前兴路),商汇路口(前兴路),102.705025,24.980049,102.705195,24.983806
商汇路口(前兴路),大庄村(前兴路),102.705195,24.983806,102.706536,24.989301
大庄村(前兴路),前旺路,102.706536,24.989301,102.709274,24.993538
昆烟二部,沙坝营(霖雨路),102.719575,25.098286,102.721954,25.099072
沙坝营(霖雨路),北市区车场,102.721954,25.099072,102.728874,25.098934
明河路下段,明河路中段,102.66024,25.018633,102.661201,25.023104
明河路中段,鸿运小区,102.661201,25.023104,102.663261,25.025434
明波路,大观楼车场,102.671849,25.026957,102.675907,25.027522
正义路步行街,财盛巷口(人民中路),102.709854,25.041206,102.711937,25.042027
财盛巷口(人民中路),昆明市实验中学,102.711937,25.042027,102.722069,25.042564
昆明市实验中学,大东新村(白塔路),102.722069,25.042564,102.725571,25.044336
石闸立交桥(白龙路),白龙路口(龙华路),102.742455,25.053658,102.746544,25.057335
白龙路口(龙华路),昙华路北段,102.746544,25.057335,102.747856,25.053013
昙华路北段,昙华路中段,102.747856,25.053013,102.747674,25.048819
昙华路中段,昙花寺(昙华路),102.747674,25.048819,102.74822,25.044926
昙花寺(昙华路),昙华路南段,102.74822,25.044926,102.747023,25.043477
昙华路南段,金瓦路口(虹桥路),102.747023,25.043477,102.752726,25.040265
王大桥,光明路西口,102.748507,25.041749,102.749314,25.043043
